customer_id,age,gender,annual_income,purchase_amount,purchase_date,city,product_category,rating,loyalty_member,age_group,income_level
3047,60,Female,34690,3690,23-12-2022 00:00,Delhi,Electronics,1,0,56-65,Low Income
3747,48,Female,59107,725,19-06-2020 00:00,Mumbai,Home,2.6,1,46-55,Middle Income
1975,44,Female,77888,409,02-08-2018 00:00,Chennai,Electronics,2.1,1,36-45,Middle Income
2806,49,Female,30956,3655,09-03-2018 00:00,Hyderabad,Clothing,4.1,0,46-55,Low Income
1189,27,Male,106839,1669,29-01-2020 00:00,Mumbai,Home,3,1,26-35,High Income
3734,20,Male,76227,3623,27-06-2019 00:00,Delhi,Electronics,3.6,0,18-25,Middle Income
4005,62,Male,56533,3210,23-11-2018 00:00,Bangalore,Clothing,3,0,56-65,Middle Income
5658,44,Male,115210,3845,15-11-2019 00:00,Bangalore,Home,4.4,0,36-45,High Income
2899,52,Male,143538,1334,06-11-2020 00:00,Hyderabad,Home,3.4,0,46-55,High Income
2267,48,Female,76234,1352,06-07-2019 00:00,Delhi,Electronics,1.2,1,46-55,Middle Income
2528,32,Female,121131,1811,19-01-2023 00:00,Chennai,Electronics,1.6,-1,26-35,High Income
4202,33,Female,83811,1297,22-08-2021 00:00,Hyderabad,Electronics,2.9,0,26-35,High Income
4556,30,Female,76901,170,16-11-2021 00:00,Bangalore,Home,1.1,1,26-35,Middle Income
4890,66,Male,31519,2026,14-09-2020 00:00,Mumbai,Clothing,3.6,0,65+,Low Income
1646,52,Male,51115,3552,21-02-2021 00:00,Hyderabad,Electronics,2.2,1,46-55,Middle Income
3888,69,Male,86266,1699,30-09-2020 00:00,Mumbai,Home,1.7,0,65+,High Income
6393,28,Male,21832,1739,19-05-2019 00:00,Chennai,Home,4.1,0,26-35,Low Income
3435,38,Male,61368,342,02-06-2021 00:00,Mumbai,Clothing,2.5,0,36-45,Middle Income
1600,68,Female,108425,143,26-01-2020 00:00,Mumbai,Electronics,1,1,65+,High Income
3363,43,Male,133922,4188,03-09-2021 00:00,Mumbai,Electronics,4.9,0,36-45,High Income
3061,28,Female,125474,4445,18-04-2019 00:00,Kolkata,Home,3.4,0,26-35,High Income
1241,47,Female,89715,1764,11-02-2023 00:00,Kolkata,Home,3.4,-1,46-55,High Income
3041,65,Male,91835,4472,30-03-2023 00:00,Mumbai,Home,1.6,1,56-65,High Income
3824,43,Female,93366,23,07-05-2020 00:00,Kolkata,Electronics,2.2,0,36-45,High Income
3612,52,Female,129743,768,25-06-2019 00:00,Mumbai,Clothing,2.8,-1,46-55,High Income
2363,39,Male,57570,457,13-10-2021 00:00,Chennai,Electronics,1.8,-1,36-45,Middle Income
6486,55,Male,107977,2128,15-02-2022 00:00,Mumbai,Home,3.2,0,46-55,High Income
2478,48,Female,26615,28,18-05-2020 00:00,Delhi,Electronics,3.4,1,46-55,Low Income
3556,31,Female,92298,1756,27-05-2020 00:00,Mumbai,Clothing,1.9,1,26-35,High Income
1775,41,Female,58311,4918,28-07-2020 00:00,Hyderabad,Clothing,3,1,36-45,Middle Income
5014,67,Male,110245,3371,26-05-2020 00:00,Chennai,Clothing,1.1,1,65+,High Income
1034,66,Male,123187,2491,23-12-2021 00:00,Mumbai,Clothing,2.6,1,65+,High Income
4152,49,Male,43434,2616,07-03-2020 00:00,Mumbai,Home,3.1,0,46-55,Middle Income
2955,53,Male,106879,2671,01-03-2022 00:00,Mumbai,Electronics,4.1,0,46-55,High Income
2585,49,Male,35739,2795,17-04-2019 00:00,Mumbai,Electronics,4.2,-1,46-55,Low Income
4943,32,Male,86202,4690,14-05-2022 00:00,Kolkata,Home,3,0,26-35,High Income
4073,60,Male,118580,2059,30-04-2021 12:00,Kolkata,Home,1.5,0,56-65,High Income
2021,52,Male,113419,2408,17-04-2020 00:00,Chennai,Home,3.7,0,46-55,High Income
4461,20,Male,99599,853,03-03-2023 00:00,Mumbai,Home,4.7,1,18-25,High Income
3613,33,Male,53649,183,16-08-2021 00:00,Kolkata,Home,4.5,1,26-35,Middle Income
6225,22,Female,120364,4902,28-10-2022 00:00,Kolkata,Clothing,1.6,0,18-25,High Income
4843,38,Male,67445,2012,27-08-2022 00:00,Mumbai,Clothing,1.4,0,36-45,Middle Income
2500,27,Female,136770,2842,25-03-2018 00:00,Chennai,Electronics,3.7,1,26-35,High Income
5798,36,Male,59470,3936,12-01-2019 00:00,Chennai,Electronics,3.9,1,36-45,Middle Income
1161,21,Male,145332,1108,11-07-2022 00:00,Mumbai,Home,2.2,0,18-25,High Income
5297,46,Male,68621,2510,05-09-2021 00:00,Mumbai,Home,3,1,46-55,Middle Income
2981,36,Male,149681,1073,23-07-2018 00:00,Kolkata,Electronics,3.2,1,36-45,High Income
1995,60,Female,52926,2783,10-10-2021 00:00,Mumbai,Home,2.3,0,56-65,Middle Income
5911,19,Male,149979,3135,05-10-2020 00:00,Chennai,Electronics,4.1,1,18-25,High Income
4342,27,Male,134300,266,10-08-2021 00:00,Chennai,Electronics,3.5,0,26-35,High Income
5551,60,Male,57997,299,19-05-2019 00:00,Kolkata,Electronics,1.6,-1,56-65,Middle Income
4798,42,Male,79940,2562,14-03-2021 00:00,Delhi,Home,3.8,1,36-45,Middle Income
2275,37,Female,60724,4131,23-06-2019 00:00,Bangalore,Electronics,1.6,0,36-45,Middle Income
2016,65,Female,117805,3670,17-01-2018 00:00,Hyderabad,Electronics,1.4,0,56-65,High Income
1337,36,Male,51704,648,29-07-2019 00:00,Hyderabad,Home,2.8,0,36-45,Middle Income
2076,41,Male,48391,1237,30-07-2019 00:00,Kolkata,Home,2.7,1,36-45,Middle Income
5887,28,Male,83291,4155,11-10-2020 00:00,Mumbai,Clothing,4.6,0,26-35,High Income
5859,51,Female,130870,749,10-05-2018 00:00,Hyderabad,Home,2.8,0,46-55,High Income
1379,43,Female,22526,1691,25-04-2018 00:00,Mumbai,Electronics,2.2,0,36-45,Low Income
1492,22,Male,44686,976,13-01-2022 00:00,Mumbai,Home,3.7,0,18-25,Middle Income
6276,22,Male,93339,601,07-08-2020 00:00,Mumbai,Clothing,2.7,1,18-25,High Income
3062,68,Male,118204,603,03-05-2023 00:00,Mumbai,Clothing,2.8,0,65+,High Income
4884,38,Female,26574,2616,04-12-2020 00:00,Mumbai,Home,1.5,1,36-45,Low Income
1064,29,Female,28733,344,07-09-2021 12:00,Mumbai,Home,3.7,1,26-35,Low Income
3568,67,Female,70290,2610,12-06-2022 00:00,Delhi,Home,2.8,-1,65+,Middle Income
6463,21,Male,92793,3967,27-04-2020 00:00,Kolkata,Electronics,2,0,18-25,High Income
6248,43,Male,56051,836,09-12-2021 00:00,Mumbai,Home,3.2,0,36-45,Middle Income
3027,66,Male,35909,4433,20-11-2019 00:00,Kolkata,Electronics,3,0,65+,Low Income
3695,59,Male,109682,3010,22-04-2019 00:00,Kolkata,Home,1.7,0,56-65,High Income
2495,37,Female,97338,2510,22-09-2018 00:00,Mumbai,Electronics,4.6,0,36-45,High Income
6258,55,Female,93432,4120,01-05-2023 00:00,Mumbai,Home,4.4,0,46-55,High Income
6618,42,Male,147335,221,01-03-2022 00:00,Chennai,Clothing,4.1,1,36-45,High Income
1391,31,Female,48133,2510,09-09-2019 00:00,Bangalore,Electronics,4.3,0,26-35,Middle Income
6794,28,Female,71571,4390,05-11-2021 00:00,Bangalore,Electronics,3.2,1,26-35,Middle Income
5474,28,Female,70908,4692,28-10-2018 00:00,Bangalore,Home,4.4,1,26-35,Middle Income
6892,35,Female,31278,1611,09-11-2020 00:00,Bangalore,Home,1.3,1,26-35,Low Income
3278,43,Male,71458,1049,02-07-2022 00:00,Mumbai,Home,2.6,1,36-45,Middle Income
4099,43,Male,84265,3833,10-02-2019 00:00,Hyderabad,Electronics,2.5,0,36-45,High Income
1200,40,Male,76782,1915,10-10-2021 00:00,Chennai,Home,2.3,0,36-45,Middle Income
6959,28,Male,75415,2059,10-06-2018 00:00,Delhi,Clothing,1.7,0,26-35,Middle Income
4104,61,Female,74160,3816,25-04-2022 00:00,Mumbai,Home,4,0,56-65,Middle Income
5598,22,Female,74399,635,26-01-2018 00:00,Mumbai,Home,3.7,1,18-25,Middle Income
3454,40,Male,45298,3692,24-03-2018 00:00,Mumbai,Home,1.4,1,36-45,Middle Income
4645,58,Male,120874,1130,22-06-2018 00:00,Mumbai,Clothing,3,-1,56-65,High Income
6847,42,Female,42191,3580,25-09-2020 00:00,Mumbai,Home,2.8,-1,36-45,Middle Income
1804,58,Male,76964,4569,09-05-2022 00:00,Hyderabad,Home,2.3,1,56-65,Middle Income
3731,43,Male,83811,4372,04-03-2020 00:00,Kolkata,Home,4.8,0,36-45,High Income
6991,43,Female,109407,2151,29-12-2020 00:00,Bangalore,Clothing,2.2,0,36-45,High Income
3773,43,Female,95257,2630,14-04-2020 00:00,Chennai,Clothing,4.1,1,36-45,High Income
2570,36,Male,123949,3612,01-06-2018 00:00,Delhi,Home,3,1,36-45,High Income
6056,18,Female,82513,1891,06-03-2020 00:00,Hyderabad,Electronics,2.4,0,<18,High Income
6581,24,Male,71097,2724,03-05-2021 00:00,Kolkata,Home,4.2,0,18-25,Middle Income
3690,21,Male,50279,4676,09-06-2019 00:00,Chennai,Home,4.3,0,18-25,Middle Income
4840,18,Male,34404,1453,04-03-2018 00:00,Mumbai,Electronics,3.5,0,<18,Low Income
1502,57,Male,55198,651,31-01-2020 00:00,Chennai,Electronics,3.4,-1,56-65,Middle Income
5493,29,Male,114223,4158,24-07-2018 00:00,Hyderabad,Home,1.2,-1,26-35,High Income
1870,39,Female,138198,1616,15-06-2020 00:00,Chennai,Electronics,4.9,1,36-45,High Income
5488,39,Female,69997,3926,24-11-2022 00:00,Mumbai,Electronics,3.9,0,36-45,Middle Income
1206,67,Male,98692,1249,09-02-2018 00:00,Bangalore,Clothing,3.1,1,65+,High Income
6134,64,Male,20567,2476,03-04-2021 00:00,Chennai,Home,3.4,-1,56-65,Low Income
6977,34,Female,81032,3464,20-11-2020 00:00,Delhi,Electronics,4.8,1,26-35,High Income
2484,46,Female,22179,2215,02-04-2022 00:00,Chennai,Electronics,4.9,-1,46-55,Low Income
1863,63,Male,22019,2156,31-07-2022 00:00,Mumbai,Home,4.2,0,56-65,Low Income
3790,31,Male,101455,2562,26-05-2020 00:00,Mumbai,Home,3,0,26-35,High Income
1563,67,Male,105239,3766,30-01-2023 00:00,Mumbai,Clothing,1.3,0,65+,High Income
6116,37,Female,83811,2280,04-04-2020 00:00,Chennai,Home,4.6,1,36-45,High Income
5191,67,Male,38030,300,16-06-2021 00:00,Mumbai,Electronics,1.9,-1,65+,Low Income
2757,65,Female,146883,2020,28-08-2022 00:00,Kolkata,Clothing,3.5,0,56-65,High Income
2678,50,Female,89445,3725,02-02-2019 00:00,Mumbai,Home,4.8,0,46-55,High Income
4242,60,Female,93551,4318,22-01-2022 00:00,Mumbai,Clothing,2.4,1,56-65,High Income
5636,32,Male,23420,1652,22-12-2022 00:00,Hyderabad,Electronics,4.1,1,26-35,Low Income
2059,29,Male,79875,3392,31-05-2021 00:00,Mumbai,Home,2.3,0,26-35,Middle Income
6279,57,Female,67653,323,26-09-2019 00:00,Hyderabad,Home,4,-1,56-65,Middle Income
2722,43,Female,36740,3142,06-01-2021 00:00,Kolkata,Home,2.1,0,36-45,Low Income
4314,37,Male,85263,4295,23-01-2023 00:00,Mumbai,Electronics,4.8,1,36-45,High Income
4157,47,Male,125789,4933,18-04-2020 00:00,Bangalore,Clothing,4,0,46-55,High Income
6915,55,Female,115864,1240,23-08-2019 00:00,Delhi,Electronics,3.5,1,46-55,High Income
3625,20,Male,84559,3926,17-09-2019 00:00,Mumbai,Clothing,2.6,1,18-25,High Income
3729,45,Female,39465,3987,24-06-2022 00:00,Kolkata,Home,3,0,36-45,Low Income
2597,43,Male,71432,4084,16-05-2023 00:00,Mumbai,Home,4.7,-1,36-45,Middle Income
4060,43,Male,24131,2828,26-07-2020 00:00,Kolkata,Home,3.8,0,36-45,Low Income
3693,30,Male,30652,3725,13-01-2023 00:00,Mumbai,Clothing,4.9,0,26-35,Low Income
5891,30,Male,84973,2507,03-07-2022 12:00,Bangalore,Home,2.6,0,26-35,High Income
6147,19,Female,107043,2895,22-12-2021 00:00,Chennai,Electronics,4.7,0,18-25,High Income
6739,54,Male,67147,1030,03-01-2019 00:00,Mumbai,Home,4.3,-1,46-55,Middle Income
4627,66,Male,67671,4160,22-01-2019 00:00,Bangalore,Clothing,1.8,1,65+,Middle Income
6450,53,Female,39171,4863,07-05-2020 00:00,Hyderabad,Home,1.3,1,46-55,Low Income
2663,43,Female,106129,810,15-09-2019 00:00,Mumbai,Electronics,2,-1,36-45,High Income
2529,43,Male,148748,3366,31-03-2018 00:00,Bangalore,Home,4.2,1,36-45,High Income
3038,28,Male,75692,3128,20-01-2019 00:00,Hyderabad,Electronics,4.7,0,26-35,Middle Income
6592,25,Male,78541,2026,22-06-2023 00:00,Mumbai,Electronics,2.8,1,18-25,Middle Income
4302,61,Male,29470,1053,08-03-2021 00:00,Mumbai,Home,2.3,1,56-65,Low Income
3237,57,Male,135153,1333,23-09-2020 00:00,Hyderabad,Electronics,2.1,0,56-65,High Income
6504,60,Male,83811,773,09-10-2019 00:00,Kolkata,Home,1.1,-1,56-65,High Income
2306,37,Female,70639,801,21-06-2021 00:00,Kolkata,Clothing,4.2,1,36-45,Middle Income
5029,25,Female,41326,2803,09-03-2022 00:00,Mumbai,Electronics,2.3,0,18-25,Middle Income
3675,43,Male,24597,896,26-02-2019 00:00,Kolkata,Home,2.2,1,36-45,Low Income
6068,57,Female,122840,3079,20-04-2021 00:00,Mumbai,Home,3,0,56-65,High Income
6864,43,Male,50788,4297,03-05-2021 00:00,Delhi,Electronics,1.6,1,36-45,Middle Income
2282,47,Male,85020,507,23-05-2020 00:00,Delhi,Home,4.8,0,46-55,High Income
1709,34,Male,69477,2116,16-07-2022 00:00,Kolkata,Electronics,4,-1,26-35,Middle Income
6575,37,Male,128261,2941,22-02-2018 00:00,Kolkata,Home,4,0,36-45,High Income
6530,69,Male,122466,4501,09-12-2020 00:00,Mumbai,Home,4.7,0,65+,High Income
5744,33,Male,53071,2310,10-10-2020 00:00,Hyderabad,Clothing,2.1,0,26-35,Middle Income
5413,63,Male,90603,4211,06-05-2023 00:00,Kolkata,Home,3.5,0,56-65,High Income
6353,24,Female,90560,4561,16-11-2019 00:00,Bangalore,Electronics,4.5,-1,18-25,High Income
5779,33,Male,93251,4131,28-06-2018 00:00,Mumbai,Electronics,2.3,0,26-35,High Income
1663,62,Male,144320,4102,20-10-2018 00:00,Delhi,Home,4.1,-1,56-65,High Income
2998,64,Male,77492,3357,10-01-2019 00:00,Mumbai,Home,3.3,1,56-65,Middle Income
4445,65,Female,51770,4637,18-12-2020 00:00,Chennai,Electronics,3.2,0,56-65,Middle Income
4743,44,Female,96762,2885,18-02-2022 12:00,Chennai,Clothing,3.9,0,36-45,High Income
6727,43,Male,55399,4788,22-04-2023 00:00,Delhi,Electronics,2.1,1,36-45,Middle Income
4304,41,Female,83811,164,22-06-2021 00:00,Mumbai,Home,3.5,-1,36-45,High Income
4763,26,Male,133341,1328,18-03-2021 00:00,Mumbai,Home,4.6,1,26-35,High Income
6232,52,Male,77439,1846,06-03-2020 00:00,Mumbai,Electronics,1.9,1,46-55,Middle Income
2853,68,Male,64415,625,23-10-2021 00:00,Chennai,Home,4.7,0,65+,Middle Income
6616,37,Male,32569,2510,16-01-2018 00:00,Delhi,Electronics,3.3,0,36-45,Low Income
5659,54,Male,83811,4948,25-06-2018 00:00,Mumbai,Home,1.9,0,46-55,High Income
2291,43,Female,129963,1364,13-04-2022 00:00,Mumbai,Home,3,1,36-45,High Income
4581,34,Female,117557,1163,30-11-2021 00:00,Mumbai,Home,3.6,0,26-35,High Income
4457,64,Female,20528,3622,30-01-2022 00:00,Hyderabad,Electronics,1.1,-1,56-65,Low Income
2636,48,Female,83811,964,19-03-2023 00:00,Mumbai,Electronics,4.8,0,46-55,High Income
4696,25,Male,50314,716,09-05-2018 00:00,Kolkata,Electronics,3.9,1,18-25,Middle Income
3999,32,Male,122979,4821,31-05-2021 00:00,Chennai,Electronics,3.9,0,26-35,High Income
1698,43,Male,39748,2887,21-06-2021 00:00,Chennai,Home,1.8,1,36-45,Low Income
3160,47,Male,55109,4311,03-02-2019 00:00,Hyderabad,Electronics,3,0,46-55,Middle Income
5097,63,Female,33919,4871,20-12-2018 00:00,Chennai,Electronics,4.6,0,56-65,Low Income
5737,37,Male,67498,4630,20-01-2020 00:00,Chennai,Home,2.1,-1,36-45,Middle Income
6685,56,Male,75808,4581,14-01-2020 00:00,Delhi,Electronics,2.2,1,56-65,Middle Income
1854,43,Female,100792,2689,11-09-2021 00:00,Mumbai,Electronics,4.3,1,36-45,High Income
6855,29,Male,90441,875,16-06-2022 00:00,Mumbai,Home,1.4,1,26-35,High Income
4474,66,Male,133843,3389,23-10-2020 00:00,Mumbai,Electronics,2.4,0,65+,High Income
6757,34,Male,133559,4204,24-04-2019 00:00,Kolkata,Clothing,2,0,26-35,High Income
6249,59,Male,94420,4569,09-02-2020 00:00,Kolkata,Electronics,2.1,-1,56-65,High Income
6172,47,Male,48906,4223,01-09-2021 00:00,Delhi,Home,3,0,46-55,Middle Income
2707,46,Male,127447,4239,13-02-2018 00:00,Kolkata,Clothing,3.8,0,46-55,High Income
3777,36,Male,91486,3965,04-06-2018 00:00,Delhi,Home,1.6,1,36-45,High Income
6791,63,Female,86896,3577,04-08-2020 00:00,Mumbai,Electronics,3,1,56-65,High Income
2733,28,Female,123431,2574,04-09-2022 00:00,Mumbai,Electronics,2.5,0,26-35,High Income
6535,51,Female,41946,391,24-04-2023 00:00,Mumbai,Home,1.7,0,46-55,Middle Income
4510,24,Male,94266,224,09-04-2018 00:00,Mumbai,Electronics,1.3,1,18-25,High Income
1202,61,Female,143699,4189,21-11-2021 00:00,Chennai,Electronics,3.7,1,56-65,High Income
4255,51,Female,42161,4029,19-03-2023 00:00,Mumbai,Home,1.5,1,46-55,Middle Income
5218,37,Male,47738,1831,20-06-2018 00:00,Mumbai,Electronics,2.5,-1,36-45,Middle Income
5496,67,Male,23925,1833,28-05-2018 00:00,Bangalore,Electronics,3.7,-1,65+,Low Income
1766,55,Female,28463,154,03-05-2018 00:00,Mumbai,Home,3.8,1,46-55,Low Income
5389,41,Female,77153,3625,22-04-2018 00:00,Bangalore,Home,3.1,1,36-45,Middle Income
3327,27,Male,102948,2478,19-10-2020 00:00,Chennai,Clothing,4.9,0,26-35,High Income
3931,49,Male,81009,4841,08-10-2020 00:00,Hyderabad,Home,2.7,0,46-55,High Income
1197,69,Male,107938,2491,27-02-2021 00:00,Mumbai,Home,1.5,1,65+,High Income
2930,32,Male,119546,4076,03-09-2018 00:00,Mumbai,Clothing,3,0,26-35,High Income
4582,54,Female,111253,924,21-06-2019 00:00,Kolkata,Electronics,1.3,1,46-55,High Income
1608,37,Female,61552,4003,07-04-2020 00:00,Kolkata,Home,1,0,36-45,Middle Income
4272,20,Male,76271,1085,19-10-2022 00:00,Chennai,Electronics,3.5,-1,18-25,Middle Income
2147,54,Male,29797,3923,08-04-2023 00:00,Kolkata,Home,1.5,1,46-55,Low Income
5282,57,Male,106130,1811,10-06-2020 00:00,Chennai,Clothing,2.3,1,56-65,High Income
4397,25,Male,91942,2214,20-06-2022 00:00,Mumbai,Electronics,3.2,0,18-25,High Income
3511,57,Female,138065,2063,08-08-2022 00:00,Bangalore,Electronics,2.3,0,56-65,High Income
2794,61,Female,33965,736,05-04-2023 00:00,Hyderabad,Electronics,4.7,0,56-65,Low Income
1659,40,Female,33733,1059,18-04-2022 00:00,Delhi,Home,1.9,0,36-45,Low Income
3811,57,Male,73223,3434,02-08-2021 00:00,Kolkata,Electronics,3.4,1,56-65,Middle Income
2369,28,Male,147182,1746,25-10-2020 00:00,Hyderabad,Home,1.7,1,26-35,High Income
2986,63,Male,146574,1744,15-02-2021 00:00,Hyderabad,Home,1.8,-1,56-65,High Income
6630,25,Male,46926,4335,17-11-2019 00:00,Hyderabad,Home,1.2,0,18-25,Middle Income
1146,46,Male,48783,4457,18-08-2018 00:00,Mumbai,Home,2.1,0,46-55,Middle Income
4219,47,Female,83811,4306,06-09-2018 00:00,Hyderabad,Clothing,2.2,-1,46-55,High Income
3911,27,Female,56394,3635,08-10-2021 00:00,Mumbai,Home,3.1,-1,26-35,Middle Income
2734,56,Female,128378,1941,20-11-2022 00:00,Chennai,Electronics,4.1,-1,56-65,High Income
2843,45,Female,83811,151,14-12-2022 00:00,Mumbai,Home,2.6,0,36-45,High Income
1488,66,Male,48287,230,05-07-2018 00:00,Mumbai,Home,3.3,1,65+,Middle Income
3976,53,Male,102104,603,10-10-2020 00:00,Mumbai,Clothing,4.3,1,46-55,High Income
2959,30,Male,50436,2189,26-05-2020 00:00,Hyderabad,Electronics,5,0,26-35,Middle Income
6759,49,Male,106916,650,06-07-2019 00:00,Kolkata,Home,5,1,46-55,High Income
3385,53,Female,110332,4029,01-06-2021 00:00,Kolkata,Electronics,1.6,1,46-55,High Income
5736,43,Female,107483,2125,09-03-2021 00:00,Kolkata,Electronics,2.2,-1,36-45,High Income
6534,21,Male,111205,4117,25-02-2021 00:00,Mumbai,Electronics,1.1,0,18-25,High Income
5061,48,Male,121249,4260,06-10-2021 00:00,Kolkata,Electronics,3.4,-1,46-55,High Income
4369,35,Male,117349,4778,27-05-2018 00:00,Delhi,Electronics,3,1,26-35,High Income
6730,55,Female,26765,3646,08-01-2021 00:00,Hyderabad,Home,3.7,0,46-55,Low Income
1262,41,Male,71626,1229,01-02-2022 00:00,Mumbai,Clothing,1.5,1,36-45,Middle Income
6883,43,Male,108707,3536,26-05-2021 00:00,Delhi,Electronics,3.9,1,36-45,High Income
1623,39,Female,30807,4902,12-03-2019 00:00,Kolkata,Home,3,1,36-45,Low Income
4643,48,Male,112602,4669,14-03-2021 00:00,Mumbai,Home,2.6,1,46-55,High Income
5976,28,Female,77944,942,08-02-2023 00:00,Kolkata,Electronics,3,0,26-35,Middle Income
3049,45,Female,62120,3328,24-07-2021 00:00,Delhi,Electronics,3,1,36-45,Middle Income
4723,49,Male,42658,4615,01-03-2018 00:00,Chennai,Home,1.5,0,46-55,Middle Income
5548,22,Female,57081,2515,22-06-2022 00:00,Hyderabad,Electronics,2.5,0,18-25,Middle Income
4108,55,Male,145615,2064,22-04-2020 00:00,Mumbai,Electronics,2.7,1,46-55,High Income
5090,57,Female,99322,3603,08-02-2019 00:00,Mumbai,Home,1.4,-1,56-65,High Income
3056,63,Female,114819,558,30-05-2020 00:00,Delhi,Electronics,1.5,-1,56-65,High Income
4170,41,Male,70304,2274,13-09-2022 00:00,Mumbai,Electronics,1.5,0,36-45,Middle Income
2682,52,Male,85592,2145,02-11-2021 00:00,Chennai,Electronics,4.5,0,46-55,High Income
3255,61,Female,78548,4932,27-02-2022 00:00,Bangalore,Home,4.7,1,56-65,Middle Income
2154,65,Female,130837,4771,07-09-2019 00:00,Mumbai,Home,4.4,-1,56-65,High Income
5499,43,Male,118447,3632,02-12-2018 00:00,Hyderabad,Home,2.9,1,36-45,High Income
4191,34,Male,59986,1786,04-10-2020 00:00,Mumbai,Electronics,2.3,1,26-35,Middle Income
2696,18,Male,94095,1958,12-05-2022 00:00,Chennai,Electronics,4.6,0,<18,High Income
4991,48,Female,111594,1622,10-12-2018 00:00,Mumbai,Home,2.8,-1,46-55,High Income
5723,48,Male,108281,4458,09-05-2018 00:00,Kolkata,Home,4.9,0,46-55,High Income
5682,59,Female,86151,638,31-03-2023 00:00,Delhi,Home,4.5,1,56-65,High Income
2648,59,Male,93598,1073,11-11-2018 00:00,Mumbai,Home,1.3,0,56-65,High Income
2445,51,Male,129824,3627,06-10-2022 00:00,Chennai,Electronics,1.1,0,46-55,High Income
5199,26,Male,58745,2510,10-02-2022 00:00,Chennai,Clothing,2.2,0,26-35,Middle Income
4923,39,Male,129723,2113,12-03-2018 00:00,Mumbai,Clothing,1.3,0,36-45,High Income
1253,30,Male,62548,2865,11-12-2018 00:00,Hyderabad,Electronics,2,0,26-35,Middle Income
4183,42,Female,30681,2402,26-01-2021 00:00,Hyderabad,Home,4.3,-1,36-45,Low Income
3557,65,Male,26984,2407,16-08-2021 00:00,Bangalore,Electronics,2.9,1,56-65,Low Income
1098,68,Male,110810,3945,04-11-2022 00:00,Bangalore,Home,3.9,1,65+,High Income
3200,29,Female,123275,487,02-06-2020 00:00,Hyderabad,Clothing,1.8,1,26-35,High Income
3961,34,Female,47399,2697,23-05-2018 00:00,Mumbai,Electronics,2.1,1,26-35,Middle Income
5973,32,Male,51481,454,19-07-2020 00:00,Mumbai,Home,2.1,1,26-35,Middle Income
4777,43,Female,113993,1021,19-10-2020 00:00,Hyderabad,Clothing,1.8,0,36-45,High Income
